"Date","Price","Open","High","Low","Vol.","Change %"
"03/26/2023","91.75","88.02","92.89","86.73","","7.44%"
"03/19/2023","85.40","83.70","91.02","82.13","","-0.20%"
"03/12/2023","85.57","96.30","96.30","83.43","","-11.63%"
"03/05/2023","96.83","90.50","96.93","89.05","","8.47%"
"02/26/2023","89.27","95.64","97.20","88.47","","-5.82%"
"02/19/2023","94.79","94.63","97.99","93.26","","1.56%"
"02/12/2023","93.33","90.10","95.42","87.24","","3.20%"
"02/05/2023","90.44","90.44","92.34","86.50","","-0.51%"
"01/29/2023","90.90","87.05","94.26","85.84","","4.55%"
"01/22/2023","86.94","82.59","88.00","78.90","","5.25%"
"01/15/2023","82.60","76.80","82.73","74.75","","6.99%"
"01/08/2023","77.20","74.80","79.79","74.80","","2.18%"
"01/01/2023","75.55","80.17","83.68","74.85","","-4.85%"
"12/25/2022","79.40","85.92","88.50","78.23","","-8.58%"
"12/18/2022","86.85","86.57","88.05","83.85","","3.79%"
"12/11/2022","83.68","87.50","90.41","83.07","","-4.62%"
"12/04/2022","87.73","87.85","89.54","85.40","","-0.28%"
"11/27/2022","87.98","78.92","88.69","76.92","","11.41%"
"11/20/2022","78.97","72.44","79.76","71.68","","8.97%"
"11/13/2022","72.47","75.69","77.41","71.89","112.03K","-4.44%"
"11/06/2022","75.84","76.36","78.20","70.50","125.86K","-0.68%"
"10/30/2022","76.36","81.77","82.00","75.36","94.66K","-5.97%"
"10/23/2022","81.21","69.00","82.58","67.64","123.12K","18.18%"
"10/16/2022","68.72","68.01","69.69","66.26","84.55K","1.03%"
"10/09/2022","68.02","68.98","69.50","65.01","94.22K","-2.62%"
"10/02/2022","69.85","66.55","71.36","64.25","85.10K","4.68%"
"09/25/2022","66.73","65.15","71.95","64.10","97.30K","1.46%"
"09/18/2022","65.77","73.32","73.80","65.35","85.07K","-10.24%"
"09/11/2022","73.27","65.99","73.93","65.73","110.26K","10.88%"
"09/04/2022","66.08","77.49","77.49","65.55","139.95K","-15.16%"
"08/28/2022","77.89","90.50","90.50","77.45","114.73K","-13.75%"
"08/21/2022","90.31","98.50","98.69","87.20","85.13K","-7.86%"
"08/14/2022","98.01","89.35","99.22","88.50","86.21K","10.28%"
"08/07/2022","88.87","85.00","89.25","83.65","72.57K","4.85%"
"07/31/2022","84.76","78.50","85.45","78.10","75.47K","7.91%"
"07/24/2022","78.55","76.12","80.12","75.49","91.34K","2.95%"
"07/17/2022","76.30","85.50","85.50","76.00","131.81K","-10.63%"
"07/10/2022","85.38","82.77","86.57","82.70","71.98K","3.13%"
"07/03/2022","82.79","85.58","87.17","82.52","71.92K","-3.26%"
"06/26/2022","85.58","84.00","90.35","83.00","89.16K","2.58%"
"06/19/2022","83.43","83.50","85.43","81.20","81.00K","1.29%"
"06/12/2022","82.37","82.10","86.98","79.81","83.66K","0.62%"
"06/05/2022","81.86","87.21","87.21","79.10","97.36K","-5.77%"
"05/29/2022","86.87","84.36","88.64","83.09","50.05K","3.17%"
"05/22/2022","84.20","80.16","85.33","77.38","89.17K","4.74%"
"05/15/2022","80.39","87.70","92.75","80.16","114.74K","-9.14%"
"05/08/2022","88.48","91.37","92.22","81.90","117.22K","-3.34%"
"05/01/2022","91.54","83.59","92.45","82.44","110.30K","8.40%"
"04/24/2022","84.45","88.09","88.32","78.80","105.49K","-5.10%"
"04/17/2022","88.99","80.14","89.89","79.52","86.02K","11.28%"
"04/10/2022","79.97","79.75","80.25","76.85","62.73K","-0.15%"
"04/03/2022","80.09","78.22","80.98","76.34","86.68K","2.04%"
"03/27/2022","78.49","78.70","81.99","75.35","137.92K","-0.14%"
"03/20/2022","78.60","78.72","81.40","75.85","97.91K","-0.37%"
"03/13/2022","78.89","76.00","81.50","75.01","109.52K","2.77%"
"03/06/2022","76.76","64.29","78.00","56.50","177.34K","17.91%"
"02/27/2022","65.10","85.94","86.00","55.00","269.72K","-26.14%"
"02/20/2022","88.14","89.07","95.56","86.15","143.01K","-1.49%"
"02/13/2022","89.47","93.70","94.00","85.80","133.53K","-3.66%"
"02/06/2022","92.87","96.62","98.49","88.50","144.11K","-3.71%"
"01/30/2022","96.45","89.37","97.50","87.16","130.41K","8.10%"
"01/23/2022","89.22","84.40","90.63","83.02","124.20K","5.62%"
"01/16/2022","84.47","82.70","85.97","79.00","145.20K","2.91%"
"01/09/2022","82.08","86.12","87.00","77.55","124.62K","-3.91%"
"01/02/2022","85.42","79.80","88.55","79.80","77.37K","5.91%"
"12/26/2021","80.65","75.87","81.25","75.04","34.32K","5.69%"
"12/19/2021","76.31","74.00","82.85","73.42","99.41K","3.09%"
"12/12/2021","74.02","84.80","87.40","73.25","145.20K","-12.27%"
"12/05/2021","84.37","79.14","91.19","78.74","121.60K","7.29%"
"11/28/2021","78.64","74.20","80.80","73.54","67.07K","7.55%"
"11/21/2021","73.12","70.09","75.37","69.10","53.79K","4.98%"
"11/14/2021","69.65","63.94","70.10","63.94","44.17K","9.55%"
"11/07/2021","63.58","60.27","64.81","60.16","36.10K","6.45%"
"10/31/2021","59.73","59.41","61.76","57.00","40.67K","1.10%"
"10/24/2021","59.08","59.51","60.54","58.32","25.28K","0.75%"
"10/17/2021","58.64","58.93","60.53","54.45","36.25K","-1.92%"
"10/10/2021","59.79","58.67","62.19","58.49","24.82K","1.75%"
"10/03/2021","58.76","63.27","65.80","58.20","42.36K","-5.91%"
"09/26/2021","62.45","64.25","66.00","60.73","29.91K","-1.33%"
"09/19/2021","63.29","59.59","64.50","58.88","27.78K","5.80%"
"09/12/2021","59.82","61.23","62.99","58.64","29.58K","-2.29%"
"09/05/2021","61.22","62.48","63.61","60.95","17.86K","-0.67%"
"08/29/2021","61.63","60.31","62.75","59.89","20.19K","3.89%"
